ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
226491,1313,Kieran Tierney,M,77,76,60,75,76,75,73,77,76,72,52,79,66,38,42,80,74,56,78,68,73,77,75,73,76,76,75,77,59,76,77,76,76,67,71,84,LB,3,3,Left,"180cm / 5'11""",73kg / 161lb,['LM'],28,Scotland,Scottish Prem,Celtic,"['Jockey', 'Long Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kieran-tierney/226491,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226491_en.webp
242818,1314,Finn Dahmen,M,77,76,70,81,80,52,76,52,53,9,8,61,6,5,11,14,54,12,42,37,13,25,52,56,77,30,33,13,12,19,12,11,63,33,55,20,GK,3,1,Right,"188cm / 6'2""",80kg / 176lb,,28,Germany,Bundesliga,FC Augsburg,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/finn-dahmen/242818,76,70,81,76,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242818_en.webp
272926,1315,Lucas Bergvall,M,77,75,63,76,77,71,73,77,73,73,63,66,61,49,53,68,78,65,79,79,73,78,73,73,76,77,80,77,54,69,75,72,72,78,70,75,CM,3,3,Right,"186cm / 6'1""",74kg / 163lb,"['CDM', 'CAM']",20,Sweden,Premier League,Spurs,['Press Proven'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-bergvall/272926,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272926_en.webp
221125,1316,Sebastián Driussi,M,77,84,75,72,80,45,78,81,86,79,75,76,76,75,70,66,74,70,74,71,70,80,82,80,76,80,77,32,70,37,51,47,87,72,84,70,ST,3,3,Right,"178cm / 5'10""",80kg / 176lb,"['CAM', 'CM']",30,Argentina,LPF,River Plate,"['Incisive Pass', 'Inventive', 'Press Proven', 'Quick Step', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-driussi/221125,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221125_en.webp
233934,1317,Aaron Ramsdale,M,77,77,76,80,79,48,74,47,50,18,14,60,15,16,25,15,65,16,56,55,17,23,53,49,73,36,60,24,15,24,16,15,66,40,64,35,GK,3,1,Right,"191cm / 6'3""",77kg / 170lb,,27,England,Premier League,Newcastle Utd,"['Cross Claimer', 'Deflector']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron-ramsdale/233934,77,76,80,74,79,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233934_en.webp
237386,1318,Kiernan Dewsbury-Hall,M,77,66,72,77,78,70,71,67,65,75,70,75,73,70,65,73,77,70,79,77,77,78,77,78,76,79,77,71,65,70,72,68,71,75,66,77,CM,3,3,Left,"176cm / 5'9""",80kg / 176lb,"['CAM', 'CDM']",27,England,Premier League,Everton,['Incisive Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kiernan-dewsbury-hall/237386,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237386_en.webp
263781,1319,Vanderson,M,77,78,62,74,77,72,71,79,78,72,63,62,59,61,49,77,74,72,76,67,69,78,76,79,75,76,74,72,68,71,74,74,77,77,67,71,RB,3,3,Right,"173cm / 5'8""",74kg / 163lb,,24,Brazil,Ligue 1 McDonald's,AS Monaco,"['Intercept', 'Jockey', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanderson/263781,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263781_en.webp
232905,1320,Junya Ito,M,77,86,69,72,78,58,70,90,83,74,70,68,71,69,57,74,75,66,74,64,72,78,87,76,71,76,75,67,44,54,61,56,68,89,63,64,RM,4,4,Right,"176cm / 5'9""",66kg / 146lb,['RW'],33,Japan,1A Pro League,KRC Genk,"['Dead Ball', 'Incisive Pass', 'Inventive', 'Quick Step', 'Rapid', 'Relentless', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junya-ito/232905,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232905_en.webp
246646,1321,Maxence Caqueret,M,77,75,62,75,78,76,67,77,73,69,60,63,63,53,70,67,77,69,80,79,66,77,85,83,76,78,78,78,48,77,83,71,63,80,55,81,CM,3,3,Right,"174cm / 5'9""",63kg / 139lb,['CDM'],26,France,Serie A Enilive,Como,"['Incisive Pass', 'Pinged Pass', 'Press Proven', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxence-caqueret/246646,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246646_en.webp
254817,1322,Maximiliano Araújo,M,77,85,63,70,79,68,68,87,84,74,71,67,46,36,54,74,69,45,72,69,70,78,85,70,75,80,73,72,62,68,69,67,76,78,60,72,LM,2,4,Left,"177cm / 5'10""",75kg / 165lb,"['LB', 'LW']",26,Uruguay,Liga Portugal,Sporting CP,"['Aerial Fortress', 'Long Throw', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maximiliano-araujo/254817,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254817_en.webp
201095,1323,Agustín Marchesín,M,77,77,75,74,77,53,76,54,51,18,14,56,12,15,14,18,65,15,37,34,16,24,64,59,74,20,64,15,11,22,15,15,64,38,57,45,GK,3,1,Right,"188cm / 6'2""",85kg / 187lb,,38,Argentina,LPF,Boca Juniors,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-marchesin/201095,77,75,74,76,77,https://ratings-images-prod.pulse.ea.com/FC26/components/items/201095_en.webp
213565,1324,Thomas Lemar,M,77,72,75,79,80,67,59,72,72,77,73,78,76,75,69,79,79,80,80,77,84,80,79,79,77,81,80,75,54,55,76,69,64,60,57,63,CM,3,4,Left,"171cm / 5'7""",63kg / 139lb,['LM'],30,France,LALIGA EA SPORTS,Girona FC,['Jockey'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-lemar/213565,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213565_en.webp
239810,1325,Nicolas Raskin,M,77,73,63,73,76,73,74,78,68,64,58,71,67,58,58,66,71,67,79,74,69,72,82,88,80,76,79,72,66,71,77,72,76,84,65,82,CDM,4,3,Right,"178cm / 5'10""",74kg / 163lb,['CM'],25,Belgium,Scottish Prem,Rangers,"['Anticipate', 'Intercept', 'Jockey', 'Pinged Pass', 'Press Proven', 'Relentless', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-raskin/239810,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239810_en.webp
257876,1326,Nicolas Seiwald,M,77,72,62,74,74,74,76,74,70,68,58,70,66,58,54,73,74,60,75,79,73,72,77,76,78,75,70,79,63,71,77,72,76,81,72,78,CDM,3,2,Right,"180cm / 5'11""",80kg / 176lb,"['CM', 'CB']",24,Austria,Bundesliga,RB Leipzig,"['Anticipate', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-seiwald/257876,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257876_en.webp
262659,1327,Noah Atubolu,M,77,76,73,75,79,55,74,52,59,9,8,56,9,8,14,12,50,12,27,31,13,11,32,31,77,14,46,13,13,12,12,12,73,29,79,26,GK,3,1,Right,"190cm / 6'3""",99kg / 218lb,,23,Germany,Bundesliga,SC Freiburg,"['Far Reach', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noah-atubolu/262659,76,73,75,74,79,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262659_en.webp
271121,1328,Quilindschy Hartman,M,77,78,55,75,74,73,77,80,76,73,59,50,54,42,47,69,75,68,78,77,75,73,74,66,79,77,75,74,52,75,77,75,76,74,76,84,LB,3,3,Left,"183cm / 6'0""",77kg / 170lb,['LM'],24,Holland,Premier League,Burnley,"['Bruiser', 'Incisive Pass', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/quilindschy-hartman/271121,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271121_en.webp
167948,1329,Hugo Lloris,M,77,78,76,69,77,54,77,55,53,9,10,52,14,16,40,15,58,12,52,54,15,13,49,56,75,29,54,25,10,24,13,18,54,31,39,31,GK,1,1,Left,"188cm / 6'2""",82kg / 181lb,,39,France,MLS,LAFC,['Deflector'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hugo-lloris/167948,78,76,69,77,77,https://ratings-images-prod.pulse.ea.com/FC26/components/items/167948_en.webp
193314,1330,Aitor,M,77,77,74,68,80,56,76,58,53,15,12,51,12,15,24,30,50,14,38,35,34,22,55,48,76,14,55,24,20,14,13,12,65,39,52,15,GK,2,1,Right,"182cm / 6'0""",78kg / 172lb,,34,Spain,LALIGA EA SPORTS,CA Osasuna,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aitor/193314,77,74,68,76,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/193314_en.webp
219985,1331,Matías Vecino,M,77,53,73,75,76,79,75,52,54,79,68,82,77,68,56,69,79,58,79,75,64,76,67,62,78,80,80,82,83,77,77,76,81,64,77,81,CM,3,3,Right,"187cm / 6'2""",81kg / 179lb,['CDM'],34,Uruguay,Serie A Enilive,Latium,"['Aerial Fortress', 'Power Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-vecino/219985,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/219985_en.webp
226162,1332,Emiliano Buendía,M,77,66,74,78,81,66,66,74,60,75,74,77,75,68,62,78,78,74,80,75,81,81,84,90,74,80,77,60,75,67,68,61,77,60,61,83,CAM,4,4,Right,"172cm / 5'8""",72kg / 159lb,"['LM', 'RM', 'CM']",29,Argentina,Premier League,Aston Villa,"['Slide Tackle', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emiliano-buendia/226162,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226162_en.webp
230625,1333,Matheus Reis,M,77,76,55,68,75,77,80,75,77,62,50,65,57,45,50,75,60,47,74,64,71,76,75,59,75,76,74,77,70,79,77,76,82,80,79,82,CB,2,3,Left,"184cm / 6'0""",80kg / 176lb,"['LB', 'LM']",31,Brazil,Liga Portugal,Sporting CP,"['Block', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matheus-reis/230625,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230625_en.webp
232223,1334,Kostas Tsimikas,M,77,78,57,75,75,74,72,79,78,73,48,72,64,37,54,81,73,68,75,72,78,75,77,73,74,75,71,76,66,73,77,75,77,69,69,80,LB,3,3,Left,"179cm / 5'10""",77kg / 170lb,['LM'],29,Greece,Serie A Enilive,AS Roma,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kostas-tsimikas/232223,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232223_en.webp
238463,1335,Amadou Haidara,M,77,63,70,77,79,73,69,69,58,71,66,75,75,63,62,75,78,62,79,77,76,79,78,78,79,79,75,80,51,74,75,68,65,76,65,71,CM,2,3,Right,"178cm / 5'10""",75kg / 165lb,['CDM'],28,Mali,Bundesliga,RB Leipzig,['Aerial Fortress'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amadou-haidara/238463,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238463_en.webp
257290,1336,João Mário,M,77,84,63,71,77,69,67,85,83,74,60,68,61,58,67,79,73,47,73,68,57,76,79,75,75,78,70,72,70,68,69,69,78,83,60,61,RB,4,3,Right,"179cm / 5'10""",66kg / 146lb,['RM'],26,Portugal,Serie A Enilive,Juventus,"['Rapid', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-mario/257290,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257290_en.webp
259716,1337,Daniel Svensson,M,77,77,56,75,76,73,74,78,76,71,51,62,63,50,44,72,75,57,78,76,71,74,79,80,75,77,76,69,57,76,75,78,73,89,68,69,LB,4,2,Left,"178cm / 5'10""",72kg / 159lb,"['CM', 'LM']",24,Sweden,Bundesliga,Borussia Dortmund,['Relentless'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-svensson/259716,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259716_en.webp
262880,1338,Raphael Onyedika,M,77,73,64,66,72,74,82,74,73,54,59,80,69,51,48,51,66,44,77,72,59,70,69,77,72,75,74,75,63,78,75,70,79,88,80,80,CDM,3,2,Right,"184cm / 6'0""",79kg / 174lb,"['CM', 'CB']",24,Nigeria,1A Pro League,Club Brugge,['Bruiser'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raphael-onyedika/262880,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262880_en.webp
224041,1341,Marvin Schwäbe,M,77,77,74,75,82,47,75,49,43,12,15,56,17,15,28,21,63,9,53,49,20,20,45,46,71,41,61,17,15,21,16,17,68,36,70,28,GK,3,1,Right,"190cm / 6'3""",86kg / 190lb,,30,Germany,Bundesliga,1. FC Köln,"['Far Throw', 'Footwork']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marvin-schwabe/224041,77,74,75,75,82,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224041_en.webp
220414,1342,Diego Rico,M,77,70,57,77,73,76,76,69,71,71,43,76,68,56,47,79,77,76,77,72,75,74,62,74,74,75,72,79,68,75,77,74,78,73,79,74,LB,2,2,Left,"183cm / 6'0""",78kg / 172lb,['LM'],33,Spain,LALIGA EA SPORTS,Getafe CF,"['Intercept', 'Long Throw', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-rico/220414,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220414_en.webp
222357,1343,Breel Embolo,M,77,78,75,70,75,51,80,73,82,80,75,83,70,74,66,63,74,58,75,70,68,76,67,66,75,77,75,44,76,40,63,38,89,68,85,79,ST,4,3,Right,"187cm / 6'2""",88kg / 194lb,,29,Switzerland,Ligue 1 McDonald's,Stade Rennais FC,"['Enforcer', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/breel-embolo/222357,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222357_en.webp
228708,1344,Lucas Martínez Quarta,M,77,69,60,70,70,76,84,65,72,65,57,67,57,51,66,65,74,49,72,75,57,70,71,66,73,69,77,73,79,75,78,75,88,73,88,85,CB,3,2,Right,"183cm / 6'0""",78kg / 172lb,,29,Argentina,LPF,River Plate,"['Block', 'Intercept', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-martinez-quarta/228708,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/228708_en.webp
229528,1345,Mykola Matviienko,M,77,77,58,71,69,78,76,76,78,63,53,73,57,46,49,68,60,55,80,79,58,68,71,69,75,69,72,76,76,77,80,77,87,76,76,75,CB,3,2,Left,"182cm / 6'0""",74kg / 163lb,"['LB', 'RB']",29,Ukraine,Ukrayina Liha,Shakhtar Donetsk,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mykola-matviienko/229528,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229528_en.webp
241390,1346,Eljif Elmas,M,77,72,71,73,80,65,68,77,68,75,70,78,72,58,58,68,77,54,78,74,64,81,83,68,76,81,70,69,58,62,67,62,72,75,64,68,LM,4,4,Right,"184cm / 6'0""",78kg / 172lb,"['LW', 'CM']",26,North Macedonia,Serie A Enilive,SSC Napoli,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eljif-elmas/241390,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241390_en.webp
242380,1347,Stephen Eustáquio,M,77,66,67,76,73,73,74,67,65,68,64,72,69,58,65,72,77,66,78,77,74,71,72,73,75,77,76,75,56,74,75,72,76,79,70,78,CDM,3,2,Right,"178cm / 5'10""",67kg / 148lb,"['CM', 'CB']",29,Canada,Liga Portugal,FC Porto,"['Bruiser', 'Jockey', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stephen-eustaquio/242380,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242380_en.webp
246928,1348,Iván Martín,M,77,71,71,78,78,69,62,71,71,76,69,73,75,63,68,79,77,65,79,79,79,79,79,72,75,79,76,74,47,68,74,65,63,73,60,55,CM,3,3,Left,"178cm / 5'10""",70kg / 154lb,"['CDM', 'CAM']",27,Spain,LALIGA EA SPORTS,Girona FC,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ivan-martin/246928,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246928_en.webp
259075,1349,Yan Couto,M,77,78,61,77,83,69,61,85,72,75,61,65,58,45,55,81,75,43,82,74,77,83,85,90,75,86,65,73,49,71,69,74,57,77,51,66,RB,3,4,Right,"168cm / 5'6""",60kg / 132lb,['RM'],23,Brazil,Bundesliga,Borussia Dortmund,"['Inventive', 'Quick Step', 'Technical', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yan-couto/259075,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259075_en.webp
260823,1350,Nicolò Fagioli,M,77,74,65,78,79,70,63,73,75,62,56,76,72,68,68,69,78,68,82,82,79,79,76,77,74,82,72,70,58,69,74,70,68,68,59,66,CM,4,4,Right,"178cm / 5'10""",72kg / 159lb,"['CDM', 'CB']",25,Italy,Serie A Enilive,Fiorentina,"['Inventive', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-fagioli/260823,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260823_en.webp
264001,1351,Oğuz Aydın,M,77,85,72,71,78,56,67,86,85,75,73,76,70,63,68,72,72,51,74,70,70,80,84,75,72,77,66,50,51,60,59,55,71,80,61,66,LW,4,3,Right,"183cm / 6'0""",76kg / 168lb,"['RW', 'RM', 'LM']",25,Turkey,Trendyol Süper Lig,Fenerbahçe,"['Finesse Shot', 'Gamechanger', 'Technical', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oguz-ayd-n/264001,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264001_en.webp
200059,1353,Colin Coosemans,M,77,78,75,74,80,44,77,43,46,9,12,56,14,17,37,13,48,15,43,47,17,13,47,37,69,33,57,18,13,12,13,16,63,30,63,31,GK,4,1,Right,"186cm / 6'1""",84kg / 185lb,,33,Belgium,1A Pro League,RSC Anderlecht,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/colin-coosemans/200059,78,75,74,77,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200059_en.webp
212404,1354,Federico Bernardeschi,M,77,75,75,77,80,54,67,75,75,70,72,80,78,76,74,80,75,80,76,72,84,81,82,76,69,82,78,56,53,57,52,52,70,74,69,54,RM,3,4,Left,"185cm / 6'1""",77kg / 170lb,"['ST', 'RW']",32,Italy,Serie A Enilive,Bologna,"['Finesse Shot', 'Gamechanger', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-bernardeschi/212404,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212404_en.webp
232440,1355,Caio Henrique,M,77,78,58,77,77,72,66,76,79,75,54,64,60,52,48,83,77,72,77,70,80,77,71,74,74,81,80,73,62,72,75,71,71,81,57,69,LB,2,3,Left,"178cm / 5'10""",70kg / 154lb,['LM'],28,Brazil,Ligue 1 McDonald's,AS Monaco,"['Dead Ball', 'Long Throw', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/caio-henrique/232440,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232440_en.webp
232730,1356,Daichi Kamada,M,77,71,72,77,78,64,66,74,68,75,74,65,73,66,78,74,78,73,79,77,78,77,78,78,79,79,74,68,56,59,69,61,66,75,55,81,CM,3,3,Right,"184cm / 6'0""",72kg / 159lb,['CAM'],29,Japan,Premier League,Crystal Palace,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daichi-kamada/232730,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232730_en.webp
252144,1357,Eduardo Quaresma,M,77,82,54,66,73,78,75,84,80,65,45,67,60,53,43,65,68,35,70,68,62,72,68,70,77,74,77,76,72,78,81,77,88,69,77,75,CB,3,3,Right,"184cm / 6'0""",79kg / 174lb,"['RB', 'RM']",24,Portugal,Liga Portugal,Sporting CP,"['Anticipate', 'Jockey', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eduardo-quaresma/252144,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252144_en.webp
254566,1358,Patrick Wimmer,M,77,84,69,72,81,49,73,83,84,76,70,75,68,57,52,73,78,50,74,66,64,82,85,83,75,79,70,48,44,53,47,45,70,78,73,65,CAM,4,5,Right,"182cm / 6'0""",77kg / 170lb,"['RW', 'CM', 'ST']",24,Austria,Bundesliga,VfL Wolfsburg,"['Acrobatic', 'First Touch', 'Inventive', 'Rapid', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-wimmer/254566,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254566_en.webp
260466,1359,İsmail Yüksek,M,77,74,59,70,73,74,78,76,72,62,53,72,66,45,48,63,68,58,76,75,69,72,77,69,71,77,64,79,70,70,77,75,80,85,74,80,CDM,3,3,Right,"183cm / 6'0""",77kg / 170lb,['CM'],27,Turkey,Trendyol Süper Lig,Fenerbahçe,"['Aerial Fortress', 'Jockey', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ismail-yuksek/260466,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260466_en.webp
264293,1360,Habib Diarra,M,77,70,68,71,77,71,71,74,67,76,66,78,68,52,59,56,77,52,78,77,67,78,73,70,76,78,77,76,58,66,76,70,72,77,69,68,CM,2,2,Right,"178cm / 5'10""",75kg / 165lb,['CAM'],22,Senegal,Premier League,Sunderland,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/habib-diarra/264293,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264293_en.webp
212442,1362,José Sá,M,77,77,75,70,77,52,76,52,53,17,15,53,18,17,11,18,50,21,48,42,12,17,62,40,75,19,45,18,14,14,19,15,72,34,75,35,GK,2,1,Right,"192cm / 6'4""",84kg / 185lb,,33,Portugal,Premier League,Wolves,"['Footwork', 'Rush Out']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-sa/212442,77,75,70,76,77,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212442_en.webp
219553,1363,Claudio Aquino,M,77,76,76,75,81,47,72,84,70,76,72,87,75,73,74,75,81,80,70,77,83,80,86,90,75,81,74,50,58,40,48,43,79,70,74,67,CAM,3,4,Right,"172cm / 5'8""",70kg / 154lb,['CM'],34,Argentina,Libertadores,Colo-Colo,"['Dead Ball', 'Incisive Pass', 'Power Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/claudio-aquino/219553,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/219553_en.webp
227928,1364,Nélson Semedo,M,77,79,56,69,77,73,73,79,79,70,49,73,57,42,38,75,64,34,75,67,63,77,80,76,75,77,76,75,58,73,77,76,74,78,69,78,RB,3,4,Right,"177cm / 5'10""",69kg / 152lb,['RM'],32,Portugal,Trendyol Süper Lig,Fenerbahçe,"['Rapid', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nelson-semedo/227928,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227928_en.webp
234730,1365,Valentin Rosier,M,77,81,52,71,76,72,75,80,82,74,45,64,54,47,42,75,72,45,72,68,72,74,84,85,74,75,74,74,63,70,74,76,72,78,73,79,RB,2,3,Right,"175cm / 5'9""",75kg / 165lb,['RM'],29,France,LALIGA EA SPORTS,CA Osasuna,"['Jockey', 'Long Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentin-rosier/234730,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234730_en.webp
193198,1368,Nemanja Gudelj,M,77,46,73,78,69,76,84,44,48,65,62,89,85,69,74,74,74,79,80,80,82,66,59,50,78,76,78,76,75,75,76,76,77,79,87,82,CB,2,3,Right,"187cm / 6'2""",79kg / 174lb,['CDM'],34,Serbia,LALIGA EA SPORTS,Sevilla FC,"['Aerial Fortress', 'Power Shot']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nemanja-gudelj/193198,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/193198_en.webp
229984,1369,Ben Chilwell,M,77,70,60,77,75,76,68,69,70,74,57,72,50,72,55,81,73,70,77,77,77,76,68,64,77,77,75,76,68,76,77,77,73,62,68,72,LB,3,3,Left,"180cm / 5'11""",77kg / 170lb,['LM'],29,England,Ligue 1 McDonald's,Strasbourg,['Jockey'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-chilwell/229984,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229984_en.webp
231102,1370,Ludovic Blas,M,77,72,77,76,79,58,64,77,67,72,74,82,80,76,80,72,77,69,78,74,77,80,79,76,73,80,81,66,58,47,64,59,72,71,63,55,RM,2,4,Left,"180cm / 5'11""",77kg / 170lb,"['RW', 'CAM']",28,France,Ligue 1 McDonald's,Stade Rennais FC,"['First Touch', 'Gamechanger', 'Low Driven Shot', 'Pinged Pass', 'Power Shot', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ludovic-blas/231102,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231102_en.webp
246267,1372,Dominik Kotarski,M,77,79,72,76,80,46,73,46,45,11,6,57,9,8,15,12,61,12,48,43,21,20,55,53,75,39,50,22,11,15,14,10,62,31,59,38,GK,3,1,Right,"189cm / 6'2""",80kg / 176lb,,26,Croatia,3F Superliga,F.C. København,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominik-kotarski/246267,79,72,76,73,80,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246267_en.webp
217036,1373,Álex Moreno,M,77,76,62,72,74,75,66,74,77,72,64,63,59,52,56,77,72,52,75,68,69,74,75,76,76,75,71,76,63,75,77,75,71,68,60,75,LB,2,3,Left,"179cm / 5'10""",68kg / 150lb,['LM'],32,Spain,LALIGA EA SPORTS,Girona FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-moreno/217036,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/217036_en.webp
